,size,total_sqft,bath,balcony,price,site_location
1160,2.0,1198.0,2.0,1,7700000.0,Bhandarkar Road
1161,2.0,1152.0,2.0,1,5600000.0,Bhavani Peth
1162,4.5,1200.0,4.5,2,12500000.0,Bibvewadi
1163,2.0,1625.0,2.0,1,7500000.0,Bopodi
1164,3.0,1397.0,3.0,3,10500000.0,Budhwar Peth
1165,3.0,1523.0,3.0,3,17000000.0,Bund Garden
1166,2.0,883.0,2.0,1,4500000.0,Camp
1167,1.5,830.5,1.5,0,3800000.0,Chandan Nagar
1168,2.0,1170.0,2.0,1,6250000.0,Dapodi
1169,3.0,1200.0,2.0,2,4200000.0,Deccan Gymkhana
1170,3.0,2400.0,3.0,2,17000000.0,Dehu Road
1171,2.0,1480.0,2.0,2,6500000.0,Dhankawadi
1172,3.0,1897.0,3.0,2,12000000.0,Dhayari Phata
1173,2.0,996.0,2.0,1,6700000.0,Dhole Patil
1174,3.0,1875.0,3.0,2,11000000.0,Erandwane
1175,3.0,1500.0,2.0,2,9800000.0,Fatima Nagar
1176,3.0,2447.5,3.0,3,21400000.0,Fergusson College
1177,3.0,1390.0,2.0,1,17500000.0,Ganesh Peth
1178,3.0,1445.0,3.0,0,6525500.0,Ganeshkhind
1179,1.5,830.5,1.5,0,4500000.0,Ghorpade Peth
1180,1.5,830.5,1.5,1,2700000.0,Ghorpadi
1181,2.0,910.0,2.0,1,3050000.0,Gokhale Nagar
1182,3.0,1025.0,2.0,1,4800000.0,Gultekdi
1183,2.0,884.0,2.0,0,4650000.0,Guruwar peth
1185,3.0,1453.0,2.0,1,4648000.0,Hadapsar Industrial
1186,4.0,2447.5,4.5,2,21400000.0,Hingne Khurd
1187,2.0,850.0,2.0,0,3643500.0,Jangali Maharaj
1188,2.0,1281.0,2.0,1,7400000.0,Kalyani Nagar
1189,1.5,830.5,1.5,1,3500000.0,Karve Nagar
1190,2.0,1024.0,2.0,2,4200000.0,Karve Road
1191,3.0,1620.0,3.0,2,6200000.0,Kasba Peth
1192,2.0,1254.0,2.0,2,4000000.0,Katraj
1193,3.0,1300.0,2.0,2,7500000.0,Khadaki
1194,2.0,1233.0,2.0,2,4300000.0,Khadki
1195,1.5,1200.0,1.5,1,2800000.0,Kharadi
1196,3.0,1510.0,2.0,1,10500000.0,Kondhwa
1197,2.0,950.0,2.0,1,6500000.0,Kondhwa Budruk
1198,3.0,1945.0,3.0,2,9742000.0,Kondhwa Khurd
1199,2.0,1008.0,2.0,3,4500000.0,Koregaon Park
1200,3.0,1265.0,2.0,1,7900000.0,Kothrud
1201,3.0,1255.0,2.0,1,7768000.0,Law College
1202,4.0,2447.5,4.5,2,21400000.0,Laxmi Road
1203,2.0,1200.0,2.0,2,4617000.0,Lulla Nagar
1204,3.0,1403.0,3.0,3,5163000.0,Mahatma Gandhi
1205,3.0,1535.0,3.0,2,8500000.0,Mangalwar peth
1206,3.0,1500.0,3.0,3,10000000.0,Manik Bagh
1207,3.0,1475.0,2.0,2,12000000.0,Market yard
1208,3.0,1390.0,2.0,2,6047000.0,Model colony
1209,3.0,1278.0,2.0,1,5376000.0,Mukund Nagar
1210,2.0,1133.0,2.0,2,5500000.0,Mundhawa
1211,4.5,1560.0,4.5,1,14500000.0,Nagar Road
1212,4.5,2447.5,4.5,2,9000000.0,Nana Peth
1213,2.0,1170.0,2.0,1,5199000.0,Narayan Peth
1214,3.0,1200.0,3.0,3,20000000.0,Narayangaon
1215,3.0,1697.0,3.0,2,9479000.0,Navi Peth
1216,3.0,1651.0,3.0,3,9738000.0,Padmavati
1217,3.0,1560.0,3.0,1,18800000.0,Parvati Darshan
1218,3.0,1192.0,2.0,1,6000000.0,Pashan
1219,2.0,1078.0,2.0,3,6500000.0,Paud Road
1220,4.5,830.5,4.5,3,10500000.0,Pirangut
1221,2.0,1349.0,2.0,2,7800000.0,Prabhat Road
1222,4.5,2300.0,4.5,1,21000000.0,Pune Railway
1223,3.0,1680.0,3.0,2,12000000.0,Rasta Peth
1224,3.0,1314.0,2.0,2,6300000.0,Raviwar Peth
1225,2.0,1060.0,2.0,1,4870000.0,Sadashiv Peth
1226,2.0,830.5,2.0,0,3900000.0,Sahakar Nagar
1227,4.0,2447.5,4.0,3,21400000.0,Salunke Vihar
1228,3.0,2000.0,3.0,2,8500000.0,Sasson Road
1229,2.0,856.0,2.0,3,4000000.0,Satara Road
1230,3.0,1621.0,4.0,0,13000000.0,Senapati Bapat
1231,3.0,1200.0,3.0,1,6840000.0,Shaniwar Peth
1232,3.0,1484.0,3.0,2,5250000.0,Shivaji Nagar
1233,4.0,830.5,4.5,2,6000000.0,Shukrawar Peth
1234,4.0,2447.5,3.0,2,21400000.0,Sinhagad Road
1235,1.5,830.5,1.5,1,2000000.0,Somwar Peth
1236,1.5,830.5,1.5,1,1600000.0,Swargate
1237,2.0,1050.0,2.0,1,4200000.0,Tilak Road
1238,3.0,1617.0,3.0,3,6668000.0,Uruli Devachi
1239,2.0,830.5,1.5,1,1600000.0,Vadgaon Budruk
1240,3.0,1384.0,3.0,2,6228000.0,Wadgaon Sheri
1241,2.0,1408.0,2.0,2,8500000.0,Viman Nagar
1242,2.0,1150.0,2.0,1,4900000.0,Vishrant Wadi
1243,3.0,1410.0,2.0,2,7500000.0,Wagholi
1244,4.0,2150.0,4.0,1,10000000.0,Wakadewadi
1245,3.0,2292.0,4.0,1,21400000.0,Wanowrie
1247,3.0,1508.0,3.0,2,7025000.0,Yerawada
1248,2.0,1040.0,2.0,2,5000000.0,Alandi Road
1249,2.0,1240.0,2.0,1,6000000.0,Ambegaon Budruk
1250,3.0,1535.0,3.0,1,7800000.0,Anandnagar
1251,2.0,1180.0,2.0,2,7500000.0,Aundh
1252,4.5,2200.0,4.5,2,6800000.0,Aundh Road
1253,2.0,1400.0,2.0,2,7800000.0,Balaji Nagar
1254,1.5,830.5,1.5,1,2500000.0,Baner
1255,4.0,2447.5,4.0,3,21400000.0,Baner road
1256,3.0,1984.0,4.0,1,14600000.0,Bhandarkar Road
1257,4.0,2447.5,4.5,3,21400000.0,Bhavani Peth
1258,3.0,1960.0,3.0,3,16000000.0,Bibvewadi
1259,2.0,1035.0,2.0,1,4500000.0,Bopodi
1260,4.0,2150.0,4.0,1,8000000.0,Budhwar Peth
1261,3.0,1700.0,3.0,2,11500000.0,Bund Garden
1262,4.0,2447.5,4.5,1,21400000.0,Camp
1263,3.0,1586.0,3.0,1,10000000.0,Chandan Nagar
1265,4.0,2325.0,4.0,1,12000000.0,Deccan Gymkhana
1266,2.0,1120.0,2.0,2,5500000.0,Dehu Road
1268,2.0,1128.0,2.0,2,5900000.0,Dhayari Phata
1269,4.5,1200.0,4.5,2,21400000.0,Dhole Patil
1270,2.0,924.0,2.0,2,6500000.0,Erandwane
1271,3.0,1600.0,3.0,2,5200000.0,Fatima Nagar
1272,2.0,1006.0,2.0,2,3500000.0,Fergusson College
1273,2.0,1200.0,2.0,2,5500000.0,Ganesh Peth
1274,2.0,1250.0,2.0,1,6200000.0,Ganeshkhind
1275,3.0,1200.0,3.0,1,13000000.0,Ghorpade Peth
1276,2.0,957.0,2.0,1,5600000.0,Ghorpadi
1277,2.0,1140.0,2.0,2,4100000.0,Gokhale Nagar
1278,2.0,1050.0,2.0,1,6700000.0,Gultekdi
1279,3.0,1565.0,3.0,2,8850000.0,Guruwar peth
1280,2.0,1190.0,2.0,3,5700000.0,Hadapsar
1281,3.0,2447.5,3.0,2,16200000.0,Hadapsar Industrial
1283,1.5,830.5,1.5,1,3900000.0,Jangali Maharaj
1284,3.0,1403.0,2.0,2,6081000.0,Kalyani Nagar
1285,3.0,1542.0,2.0,3,8500000.0,Karve Nagar
1286,4.0,2447.5,4.0,0,21400000.0,Karve Road
1287,4.0,2447.5,4.5,1,21400000.0,Kasba Peth
1289,2.0,1239.0,2.0,1,5300000.0,Khadaki
1290,2.0,1194.0,2.0,2,4700000.0,Khadki
1291,3.0,1596.0,3.0,1,10500000.0,Kharadi
1292,2.0,1009.0,2.0,1,3834000.0,Kondhwa
1293,3.0,1726.0,3.0,2,8198999.0,Kondhwa Budruk
1294,3.0,1535.0,3.0,2,8600000.0,Kondhwa Khurd
1295,3.0,1300.0,2.0,1,5850000.0,Koregaon Park
1296,4.0,2447.5,4.0,2,21400000.0,Kothrud
1297,3.0,1800.0,3.0,3,8000000.0,Law College
1298,1.5,830.5,1.5,0,5075000.0,Laxmi Road
1299,4.5,2447.5,4.5,1,21400000.0,Lulla Nagar
1300,3.0,1500.0,2.0,1,10000000.0,Mahatma Gandhi
1301,2.0,925.0,2.0,2,4800000.0,Mangalwar peth
1303,2.0,1395.0,2.0,1,6359000.0,Market yard
1304,3.0,1415.0,2.0,1,5500000.0,Model colony
1305,3.0,1419.0,2.0,2,5900000.0,Mukund Nagar
1306,2.0,1121.0,2.0,2,7800000.0,Mundhawa
1307,3.0,1082.0,2.0,1,4500000.0,Nagar Road
1308,2.0,1100.0,2.0,1,4700000.0,Nana Peth
1309,3.0,1606.0,3.0,3,8955000.0,Narayan Peth
1310,3.0,1650.0,3.0,2,8800000.0,Narayangaon
1311,3.0,2447.5,4.0,3,21400000.0,Navi Peth
1312,2.0,1206.0,2.0,3,7500000.0,Padmavati
1313,3.0,1495.0,2.0,0,6400000.0,Parvati Darshan
1314,4.5,840.0,4.5,2,19500000.0,Pashan
1315,2.0,830.5,2.0,2,1600000.0,Paud Road
1316,2.0,1210.0,2.0,1,7200000.0,Pirangut
1317,3.0,1523.0,2.0,2,5340000.0,Prabhat Road
1318,2.0,1232.0,2.0,2,4500000.0,Pune Railway
1319,1.5,830.5,1.5,1,4400000.0,Rasta Peth
1320,3.0,1355.0,3.0,1,8387000.0,Raviwar Peth
1321,3.0,1430.0,2.0,2,5146000.0,Sadashiv Peth
1322,3.0,1275.0,2.0,2,4385000.0,Sahakar Nagar
1323,2.0,1070.0,2.0,1,5610000.0,Salunke Vihar
1324,3.0,1200.0,3.0,1,8500000.0,Sasson Road
1325,4.0,2000.0,4.0,0,12000000.0,Satara Road
1326,2.0,1200.0,2.0,2,4000000.0,Senapati Bapat
1327,3.0,1610.0,3.0,1,9000000.0,Shaniwar Peth
1328,2.0,1140.0,2.0,2,4300000.0,Shivaji Nagar
1329,2.0,1143.0,2.0,2,3865000.0,Shukrawar Peth
1331,3.0,1530.0,2.0,2,7440000.0,Somwar Peth
1332,2.0,980.0,2.0,2,6900000.0,Swargate
1333,3.0,1485.0,3.0,2,6500000.0,Tilak Road
1334,3.0,1500.0,3.0,1,13000000.0,Uruli Devachi
1335,2.0,1280.0,2.0,1,7500000.0,Vadgaon Budruk
1336,2.0,1265.0,2.0,2,8500000.0,Wadgaon Sheri
1337,2.0,1132.0,2.0,1,6700000.0,Viman Nagar
1338,2.0,1262.0,2.0,2,6300000.0,Vishrant Wadi
1339,2.0,940.0,2.0,1,4900000.0,Wagholi
1340,3.0,1515.0,3.0,3,8800000.0,Wakadewadi
1341,3.0,1300.0,3.0,3,15000000.0,Wanowrie
1342,3.0,1840.0,3.0,1,6900000.0,Warje
1343,2.0,890.0,2.0,2,4500000.0,Yerawada
1344,3.0,1655.0,3.0,2,8606000.0,Alandi Road
1345,3.0,2060.0,3.0,1,14900000.0,Ambegaon Budruk
1346,3.0,1730.0,3.0,1,9600000.0,Anandnagar
1347,3.0,2195.0,4.0,2,12700000.0,Aundh
1348,3.0,1650.0,3.0,2,12500000.0,Aundh Road
1349,2.0,1200.0,2.0,0,7100000.0,Balaji Nagar
1350,2.0,1079.0,2.0,1,3236999.0,Baner
1351,2.0,1085.0,2.0,1,3600000.0,Baner road
1353,2.0,1075.0,2.0,1,5150000.0,Bhavani Peth
1354,2.0,1380.0,2.0,1,8000000.0,Bibvewadi
1355,3.0,1450.0,3.0,1,6500000.0,Bopodi
1356,2.0,1200.0,2.0,2,7800000.0,Budhwar Peth
1358,3.0,1639.0,3.0,1,9832000.0,Camp
1359,2.0,1200.0,2.0,1,5400000.0,Chandan Nagar
1360,3.0,1739.0,3.0,1,11600000.0,Dapodi
1362,2.0,935.0,2.0,1,3272000.0,Dehu Road
1363,1.5,830.5,1.5,1,2525000.0,Dhankawadi
1364,4.5,1200.0,4.5,3,18000000.0,Dhayari Phata
1365,2.0,1178.0,2.0,3,4700000.0,Dhole Patil
1366,3.0,1375.0,2.0,1,5000000.0,Erandwane
1367,3.0,1065.0,2.0,1,3300000.0,Fatima Nagar
1368,3.0,1450.0,2.0,1,5075000.0,Fergusson College
1369,2.0,999.0,2.0,3,4500000.0,Ganesh Peth
1370,2.0,2447.5,3.0,2,21400000.0,Ganeshkhind
1371,4.5,1350.0,4.0,1,13500000.0,Ghorpade Peth
1372,2.0,1100.0,2.0,2,4000000.0,Ghorpadi
1373,3.0,1835.0,2.0,3,15500000.0,Gokhale Nagar
1374,4.0,2090.0,4.0,0,9510000.0,Gultekdi
1375,3.0,1519.0,3.0,1,9300000.0,Guruwar peth
1376,3.0,1267.0,3.0,2,5600000.0,Hadapsar
1377,2.0,1150.0,2.0,3,7220000.0,Hadapsar Industrial
1378,2.0,1146.0,2.0,1,7000000.0,Hingne Khurd
1379,4.5,1200.0,4.5,0,21400000.0,Jangali Maharaj
1380,3.0,1550.0,3.0,3,6500000.0,Kalyani Nagar
1381,2.0,850.0,1.5,1,1850000.0,Karve Nagar
1383,3.0,2447.5,3.0,2,21400000.0,Kasba Peth
1384,1.5,830.5,1.5,1,5500000.0,Katraj
1386,3.0,1610.0,3.0,2,7400000.0,Khadki
1387,2.0,921.0,2.0,2,4000000.0,Kharadi
1388,3.0,850.0,3.0,2,9500000.0,Kondhwa
1389,4.5,2447.5,4.5,0,15800000.0,Kondhwa Budruk
1390,3.0,1700.0,3.0,3,11000000.0,Kondhwa Khurd
1391,2.0,1020.0,2.0,2,3500000.0,Koregaon Park
1392,2.0,1090.0,2.0,3,5200000.0,Kothrud
1394,2.0,1027.0,2.0,2,4400000.0,Laxmi Road
1395,2.0,1185.0,2.0,2,4210000.0,Lulla Nagar
1396,2.0,850.0,2.0,1,2500000.0,Mahatma Gandhi
1397,2.0,1197.0,2.0,1,8400000.0,Mangalwar peth
1398,4.0,2447.5,3.0,3,21400000.0,Manik Bagh
1399,2.0,920.0,2.0,2,3954999.0,Market yard
1401,2.0,1105.0,2.0,1,6500000.0,Mukund Nagar
1402,3.0,1850.0,3.0,3,10000000.0,Mundhawa
1403,3.0,1300.0,3.0,1,6400000.0,Nagar Road
1404,3.0,1595.0,3.0,2,7600000.0,Nana Peth
1405,4.0,2447.5,4.5,2,21400000.0,Narayan Peth
1406,2.0,830.5,2.0,1,3749000.0,Narayangaon
1407,4.5,2447.5,4.5,2,14000000.0,Navi Peth
1408,3.0,1300.0,2.0,3,6900000.0,Padmavati
1409,2.0,1215.0,2.0,0,5000000.0,Parvati Darshan
1410,2.0,900.0,2.0,1,4600000.0,Pashan
1411,2.0,1145.0,2.0,3,5840000.0,Paud Road
1412,2.0,1093.0,2.0,2,6500000.0,Pirangut
1413,3.0,1213.0,2.0,2,4139000.0,Prabhat Road
1414,3.0,1654.0,3.0,2,10000000.0,Pune Railway
1415,2.0,1105.0,2.0,1,5248000.0,Rasta Peth
1416,3.0,1611.0,2.0,2,6600000.0,Raviwar Peth
1417,2.0,1367.0,2.0,2,6200000.0,Sadashiv Peth
1418,2.0,1010.0,2.0,1,5100000.0,Sahakar Nagar
1419,3.0,830.5,2.0,1,7500000.0,Salunke Vihar
1420,3.0,1535.0,3.0,1,9500000.0,Sasson Road
1421,2.0,830.5,2.0,1,2200000.0,Satara Road
1422,2.0,982.0,2.0,1,4765000.0,Senapati Bapat
1423,2.0,1700.0,2.0,2,15000000.0,Shaniwar Peth
1424,2.0,1330.0,2.0,1,7100000.0,Shivaji Nagar
1425,3.0,2447.5,3.0,2,13500000.0,Shukrawar Peth
1426,3.0,1475.0,2.0,2,5899000.0,Sinhagad Road
1427,3.0,1410.0,3.0,1,6500000.0,Somwar Peth
1428,1.5,830.5,1.5,1,1650000.0,Swargate
1429,3.0,1614.0,3.0,2,9500000.0,Tilak Road
1430,2.0,1363.0,2.0,2,6800000.0,Uruli Devachi
1431,2.0,830.5,2.0,0,2800000.0,Vadgaon Budruk
1432,2.0,1015.0,2.0,1,4500000.0,Wadgaon Sheri
1433,2.0,1156.0,2.0,2,4600000.0,Viman Nagar
1434,2.0,1100.0,2.0,1,6270000.0,Vishrant Wadi
1435,3.0,1455.0,3.0,2,4600000.0,Wagholi
1436,2.0,930.0,2.0,1,4500000.0,Wakadewadi
1437,3.0,1650.0,2.0,2,8000000.0,Wanowrie
1438,2.0,1200.0,2.0,0,9000000.0,Warje
1439,1.5,830.5,1.5,0,15000000.0,Yerawada
1441,3.0,1890.0,4.0,3,12700000.0,Ambegaon Budruk
1442,3.0,2197.0,4.0,3,21400000.0,Anandnagar
1443,3.0,2447.5,3.0,2,21400000.0,Aundh
1444,3.0,1240.0,2.0,2,4600000.0,Aundh Road
1445,2.0,1440.0,2.0,2,9800000.0,Balaji Nagar
1446,1.5,830.5,1.5,2,3800000.0,Baner
1447,1.5,830.5,1.5,1,3200000.0,Baner road
1448,4.5,900.0,4.0,0,9000000.0,Bhandarkar Road
1449,3.0,1693.0,3.0,3,5739000.0,Bhavani Peth
1450,3.0,1445.0,3.0,2,6500000.0,Bibvewadi
1451,2.0,900.0,1.5,0,4500000.0,Bopodi
1453,3.0,1381.0,2.0,2,5248000.0,Bund Garden
1454,2.0,1100.0,2.0,1,6000000.0,Camp
1455,3.0,1575.0,3.0,2,6639000.0,Chandan Nagar
1456,2.0,1200.0,2.0,1,6500000.0,Dapodi
1457,2.0,1200.0,2.0,2,4320000.0,Deccan Gymkhana
1458,2.0,1080.0,2.0,2,8000000.0,Dehu Road
1460,3.0,1360.0,2.0,2,8500000.0,Dhayari Phata
1461,3.0,1865.0,3.0,1,12400000.0,Dhole Patil
1462,3.0,1157.0,2.0,1,7500000.0,Erandwane
1463,2.0,830.5,2.0,1,2900000.0,Fatima Nagar
1464,3.0,1405.0,2.0,1,7800000.0,Fergusson College
1465,2.0,1160.0,2.0,2,4408000.0,Ganesh Peth
1466,4.0,1600.0,3.0,1,17200000.0,Ganeshkhind
1467,3.0,1790.0,3.0,2,12700000.0,Ghorpade Peth
1468,2.0,1128.0,2.0,1,6565000.0,Ghorpadi
1469,2.0,1180.0,2.0,1,7000000.0,Gokhale Nagar
1470,3.0,1450.0,2.0,2,8500000.0,Gultekdi
1471,1.5,830.5,1.5,1,1600000.0,Guruwar peth
1472,4.0,2000.0,3.0,1,16600000.0,Hadapsar
1473,2.0,1050.0,2.0,2,5350000.0,Hadapsar Industrial
1474,2.0,1125.0,2.0,2,4000000.0,Hingne Khurd
1475,2.0,1246.0,2.0,1,6800000.0,Jangali Maharaj
1476,2.0,1372.0,2.0,1,6100000.0,Kalyani Nagar
1477,3.0,1330.0,2.0,1,5600000.0,Karve Nagar
1478,3.0,2447.5,4.5,2,21400000.0,Karve Road
1479,2.0,1300.0,2.0,3,5500000.0,Kasba Peth
1480,2.0,1420.0,1.5,0,21400000.0,Katraj
1481,4.0,830.5,4.0,1,5000000.0,Khadaki
1482,2.0,1065.0,2.0,1,3500000.0,Khadki
1483,2.0,830.5,2.0,0,2700000.0,Kharadi
1485,2.0,1050.0,2.0,1,4500000.0,Kondhwa Budruk
1486,3.0,1250.0,3.0,3,3950000.0,Kondhwa Khurd
1487,2.0,865.0,2.0,0,4200000.0,Koregaon Park
1488,2.0,1200.0,2.0,2,4400000.0,Kothrud
1489,3.0,1756.0,3.0,3,10000000.0,Law College
1491,1.5,830.5,1.5,1,2400000.0,Lulla Nagar
1492,4.5,1200.0,4.5,2,19500000.0,Mahatma Gandhi
1493,2.0,1207.0,2.0,2,6300000.0,Mangalwar peth
1494,3.0,1765.0,3.0,1,12500000.0,Manik Bagh
1495,2.0,1130.0,2.0,1,3264000.0,Market yard
1496,3.0,1532.0,3.0,3,9200000.0,Model colony
1497,3.0,1650.0,3.0,0,11000000.0,Mukund Nagar
1498,4.0,1200.0,4.0,2,10500000.0,Mundhawa
1500,2.0,1200.0,2.0,2,7500000.0,Nana Peth
1501,2.0,1197.0,2.0,2,5000000.0,Narayan Peth
1502,2.0,1200.0,2.0,2,6600000.0,Narayangaon
1503,3.0,1385.0,2.0,2,4848000.0,Navi Peth
1504,2.0,1010.0,2.0,3,14800000.0,Padmavati
1505,3.0,2225.0,3.0,3,11500000.0,Parvati Darshan
1506,2.0,1180.0,2.0,2,4800000.0,Pashan
1507,3.0,1525.0,2.0,3,12200000.0,Paud Road
1508,2.0,1100.0,2.0,2,3150000.0,Pirangut
1509,3.0,1435.0,3.0,3,7000000.0,Prabhat Road
1510,1.5,830.5,1.5,1,1600000.0,Pune Railway
1511,2.0,1200.0,2.0,2,5000000.0,Rasta Peth
1512,2.0,1272.0,2.0,1,9505000.0,Raviwar Peth
1513,2.0,1205.0,2.0,1,3900000.0,Sadashiv Peth
1514,2.0,980.0,2.0,1,4000000.0,Sahakar Nagar
1515,2.0,1225.0,2.0,2,4686000.0,Salunke Vihar
1516,3.0,1541.0,3.0,1,7200000.0,Sasson Road
1517,3.0,1610.0,2.0,2,11100000.0,Satara Road
1518,2.0,1694.0,2.0,2,12500000.0,Senapati Bapat
1519,3.0,830.5,3.0,2,7500000.0,Shaniwar Peth
1520,2.0,950.0,2.0,1,3900000.0,Shivaji Nagar
1521,3.0,1560.0,2.0,3,6600000.0,Shukrawar Peth
1522,2.0,1201.0,2.0,2,2700000.0,Sinhagad Road
1523,2.0,1500.0,2.0,1,6000000.0,Somwar Peth
1524,3.0,1785.0,3.0,2,7500000.0,Swargate
1525,2.0,1258.0,2.0,1,6353000.0,Tilak Road
1526,2.0,910.0,2.0,2,4200000.0,Uruli Devachi
1527,2.0,1297.0,2.0,2,11200000.0,Vadgaon Budruk
1528,2.0,1291.0,2.0,3,4900000.0,Wadgaon Sheri
1529,2.0,1070.0,2.0,2,4200000.0,Viman Nagar
1530,2.0,1012.0,2.0,1,6650000.0,Vishrant Wadi
1531,2.0,1260.0,2.0,3,5760000.0,Wagholi
1532,2.0,1282.0,2.0,2,7200000.0,Wakadewadi
1533,3.0,1843.0,3.0,2,9215000.0,Wanowrie
1535,4.5,2447.5,4.5,2,10500000.0,Yerawada
1536,4.0,2447.5,4.5,3,19800000.0,Alandi Road
1537,2.0,1330.0,2.0,1,8698000.0,Ambegaon Budruk
1538,3.0,1400.0,2.0,1,7300000.0,Anandnagar
1539,2.0,1192.0,2.0,1,7100000.0,Aundh
1540,2.0,1000.0,2.0,1,13000000.0,Aundh Road
1541,2.0,1297.0,2.0,2,10300000.0,Balaji Nagar
1542,1.5,830.5,1.5,0,1783500.0,Baner
1543,3.0,1490.0,3.0,2,10000000.0,Baner road
1544,3.0,1373.0,3.0,2,7200000.0,Bhandarkar Road
1545,2.0,1035.0,2.0,1,4139000.0,Bhavani Peth
1546,4.0,2447.5,4.0,0,21000000.0,Bibvewadi
1547,2.0,1010.0,2.0,1,4039000.0,Bopodi
1548,2.0,1195.0,2.0,1,4200000.0,Budhwar Peth
1549,3.0,1750.0,3.0,2,9500000.0,Bund Garden
1550,2.0,1052.0,2.0,2,5000000.0,Camp
1551,2.0,1180.0,2.0,2,5800000.0,Chandan Nagar
1552,4.5,2447.5,4.0,2,21400000.0,Dapodi
1553,3.0,2100.0,3.0,2,7300000.0,Deccan Gymkhana
1554,4.0,2447.5,4.0,1,14000000.0,Dehu Road
1555,2.0,1128.0,2.0,2,3824000.0,Dhankawadi
1556,3.0,2447.5,3.0,1,21400000.0,Dhayari Phata
1557,2.0,1120.0,2.0,2,3360000.0,Dhole Patil
1558,3.0,2424.0,3.0,2,9000000.0,Erandwane
1559,2.0,1300.0,2.0,1,6000000.0,Fatima Nagar
1560,2.0,1090.0,2.0,2,3269000.0,Fergusson College
1561,3.0,2447.5,3.0,1,21400000.0,Ganesh Peth
1562,2.0,2447.5,1.5,1,18000000.0,Ganeshkhind
1563,3.0,1330.0,2.0,2,4655000.0,Ghorpade Peth
1564,3.0,1427.0,2.0,1,8063000.0,Ghorpadi
1565,3.0,1294.0,2.0,2,4800000.0,Gokhale Nagar
1566,3.0,1580.0,3.0,2,7500000.0,Gultekdi
1567,4.5,830.5,4.5,1,20000000.0,Guruwar peth
1568,3.0,1808.0,4.0,2,8027000.0,Hadapsar
1569,4.0,2447.5,4.0,3,21400000.0,Hadapsar Industrial
1570,2.0,1194.0,2.0,2,4700000.0,Hingne Khurd
1571,2.0,900.0,2.0,1,4600000.0,Jangali Maharaj
1572,3.0,1310.0,2.0,3,5000000.0,Kalyani Nagar
1573,2.0,900.0,2.0,1,4600000.0,Karve Nagar
1574,4.0,2447.5,4.5,3,19500000.0,Karve Road
1575,4.5,925.0,4.5,3,8800000.0,Kasba Peth
1576,2.0,2400.0,1.5,1,15000000.0,Katraj
1577,2.0,1290.0,2.0,3,10000000.0,Khadaki
1578,4.5,2447.5,4.5,3,11000000.0,Khadki
1579,3.0,1390.0,3.0,1,12000000.0,Kharadi
1580,4.0,1200.0,4.0,2,7200000.0,Kondhwa
1581,2.0,845.0,2.0,1,3300000.0,Kondhwa Budruk
1582,3.0,1537.0,3.0,3,12000000.0,Kondhwa Khurd
1583,2.0,1135.0,2.0,2,6800000.0,Koregaon Park
1584,3.0,1512.0,3.0,2,7577000.0,Kothrud
1585,2.0,900.0,2.0,1,5500000.0,Law College
1586,3.0,1230.0,3.0,3,5400000.0,Laxmi Road
1587,3.0,1378.0,2.0,3,4233000.0,Lulla Nagar
1588,2.0,1277.0,2.0,1,6130000.0,Mahatma Gandhi
1589,3.0,1985.0,4.0,2,18900000.0,Mangalwar peth
1591,2.0,1210.0,2.0,2,6200000.0,Market yard
1593,4.5,2447.5,4.5,0,21400000.0,Mukund Nagar
1594,4.0,1200.0,4.5,2,11000000.0,Mundhawa
1595,4.0,2447.5,4.0,3,20000000.0,Nagar Road
1596,3.0,1464.0,3.0,2,5600000.0,Nana Peth
1597,4.0,2447.5,4.5,2,21400000.0,Narayan Peth
1598,4.0,1550.0,4.0,2,13000000.0,Narayangaon
1599,4.0,2447.5,4.0,1,21400000.0,Navi Peth
1600,2.0,975.0,2.0,2,3750000.0,Padmavati
1601,3.0,2447.5,3.0,1,21400000.0,Parvati Darshan
1602,3.0,1690.0,3.0,1,12500000.0,Pashan
1603,2.0,1063.0,2.0,1,3189000.0,Paud Road
1604,3.0,2447.5,3.0,3,21400000.0,Pirangut
1606,3.0,1600.0,3.0,0,8000000.0,Pune Railway
1607,3.0,1250.0,3.0,1,3950000.0,Rasta Peth
1608,1.5,830.5,1.5,0,1950000.0,Raviwar Peth
1610,3.0,1390.0,3.0,2,6800000.0,Sahakar Nagar
1611,2.0,1185.0,2.0,2,4000000.0,Salunke Vihar
1612,2.0,1219.0,2.0,2,4800000.0,Sasson Road
1613,3.0,1564.0,2.0,1,9200000.0,Satara Road
1614,4.0,2447.5,4.5,0,21400000.0,Senapati Bapat
1615,2.0,1100.0,2.0,2,3710000.0,Shaniwar Peth
1616,3.0,1300.0,2.0,0,6000000.0,Shivaji Nagar
1617,3.0,1600.0,2.0,0,8000000.0,Shukrawar Peth
1618,3.0,1600.0,3.0,2,7500000.0,Sinhagad Road
1619,3.0,1482.0,2.0,1,9200000.0,Somwar Peth
1620,3.0,1000.0,4.0,3,6600000.0,Swargate
1621,2.0,1200.0,2.0,3,5300000.0,Tilak Road
1622,3.0,830.5,3.0,2,7500000.0,Uruli Devachi
1623,2.0,1200.0,2.0,0,5800000.0,Vadgaon Budruk
1624,4.5,830.5,4.0,0,6000000.0,Wadgaon Sheri
1625,3.0,2400.0,3.0,0,16000000.0,Viman Nagar
