,size,total_sqft,bath,balcony,price,site_location
2066,3,1650,3,2,20000000,Law College
2067,4,1200,4,0,12000000,Laxmi Road
2068,3,1476,3,2,10500000,Lulla Nagar
2069,2,500,2,1,7000000,Mahatma Gandhi
2070,3,1322,2,2,5882000,Mangalwar peth
2071,2,432,2,1,4000000,Manik Bagh
2072,2,1100,2,2,5500000,Market yard
2074,3,1285,2,2,6800000,Mukund Nagar
2075,2,1150,2,2,8000000,Mundhawa
2076,3,1430,2,2,5600000,Nagar Road
2077,3,1350,2,2,6200000,Nana Peth
2078,3,1350,3,3,19500000,Narayan Peth
2079,2,1185,2,2,6500000,Narayangaon
2080,3,1760,3,2,6700000,Navi Peth
2081,4,2400,5,2,35000000,Padmavati
2082,2,900,2,1,4100000,Parvati Darshan
2083,2,1297,2,1,10500000,Pashan
2084,3,1840,3,2,15500000,Paud Road
2085,2,950,2,1,5079000,Pirangut
2086,5,1200,4,1,7000000,Prabhat Road
2087,2,950,2,1,5200000,Pune Railway
2088,2,1250,2,0,9581500,Rasta Peth
2089,3,1571,3,2,8900000,Raviwar Peth
2090,2,1031,2,1,5500000,Sadashiv Peth
2091,2,1485,2,1,9000000,Sahakar Nagar
2092,2,1109,2,1,6000000,Salunke Vihar
2093,3,2200,3,2,18000000,Sasson Road
2094,1,950,1,1,5000000,Satara Road
2095,3,1200,2,0,15000000,Senapati Bapat
2096,2,1161,2,1,5515000,Shaniwar Peth
2097,3,2350,3,3,30000000,Shivaji Nagar
2098,2,1003,2,1,4060000,Shukrawar Peth
2099,2,1350,2,1,18500000,Sinhagad Road
2100,2,1080,2,2,3700000,Somwar Peth
2101,2,1255,2,2,7300000,Swargate
2102,2,1250,2,0,6000000,Tilak Road
2103,4,1700,4,1,15200000,Uruli Devachi
2104,3,1200,2,0,6600000,Vadgaon Budruk
2105,2,824,2,0,6000000,Wadgaon Sheri
2106,3,1875,3,1,16700000,Viman Nagar
2107,3,1320,2,1,3811999,Vishrant Wadi
2108,5,9600,5,2,55000000,Wagholi
2109,3,1330,2,1,4700000,Wakadewadi
2110,3,1220,3,2,5600000,Wanowrie
2111,3,1111,3,1,5000000,Warje
2112,2,1197,2,1,4788000,Yerawada
2113,4,2519,5,2,18500000,Alandi Road
2114,3,1340,2,1,10000000,Ambegaon Budruk
2115,4,1450,3,3,13200000,Anandnagar
2116,3,1837,3,3,14500000,Aundh
2118,2,1238,2,3,5500000,Balaji Nagar
2119,3,1405,2,2,5901000,Baner
2120,4,1690,3,2,8000000,Baner road
2121,3,1620,2,1,11000000,Bhandarkar Road
2122,3,1673,3,2,11500000,Bhavani Peth
2123,2,1090,2,0,5800000,Bibvewadi
2124,2,1112,2,2,4000000,Bopodi
2125,3,1385,2,2,6665000,Budhwar Peth
2126,2,545,1,1,2700000,Bund Garden
2127,2,985,2,1,5800000,Camp
2128,1,670,1,0,3629000,Chandan Nagar
2129,2,1080,2,1,3779999,Dapodi
2130,2,1430,2,1,9752000,Deccan Gymkhana
2131,2,1050,2,2,4300000,Dehu Road
2132,4,2000,4,1,13900000,Dhankawadi
2133,4,4800,4,3,19000000,Dhayari Phata
2134,3,1533,3,2,11500000,Dhole Patil
2135,4,2800,3,2,50000000,Erandwane
2137,3,1750,3,2,15000000,Fergusson College
2138,3,1200,2,0,6600000,Ganesh Peth
2139,2,1352,2,2,8750000,Ganeshkhind
2140,3,1754,3,2,12500000,Ghorpade Peth
2141,3,1560,3,2,8500000,Ghorpadi
2142,4,3012,6,2,26800000,Gokhale Nagar
2144,3,1470,2,1,9000000,Guruwar peth
2145,2,1035,2,1,4500000,Hadapsar
2147,2,1160,2,1,5200000,Hingne Khurd
2148,2,1100,2,2,5200000,Jangali Maharaj
2150,1,595,1,1,3183000,Karve Nagar
2151,3,1650,3,2,11000000,Karve Road
2152,3,1875,2,3,23500000,Kasba Peth
2153,4,800,4,1,8000000,Katraj
2154,3,1375,2,3,4806000,Khadaki
2155,2,1235,2,1,4680000,Khadki
2156,1,750,1,2,2500000,Kharadi
2157,3,1400,3,1,11500000,Kondhwa
2158,3,1270,2,2,5079000,Kondhwa Budruk
2159,2,1105,2,1,5100000,Kondhwa Khurd
2160,3,1375,2,3,8500000,Koregaon Park
2161,4,2168,4,2,9500000,Kothrud
2162,8,1200,8,3,9000000,Law College
2163,2,1065,2,1,4084000,Laxmi Road
2164,3,3800,3,0,58000000,Lulla Nagar
2166,1,825,1,1,4500000,Mangalwar peth
2167,2,1095,2,0,4000000,Manik Bagh
2168,3,720,3,3,6500000,Market yard
2169,3,1440,2,2,6033000,Model colony
2170,2,870,2,1,3950000,Mukund Nagar
2171,2,1195,2,1,8400000,Mundhawa
2172,2,1200,2,1,4950000,Nagar Road
2173,3,1530,3,3,6120000,Nana Peth
2174,3,1708,2,1,9050000,Narayan Peth
2175,2,975,2,1,4300000,Narayangaon
2176,2,750,2,1,2500000,Navi Peth
2177,8,1200,8,2,19000000,Padmavati
2178,3,1920,3,2,13000000,Parvati Darshan
2179,6,1200,5,2,24000000,Pashan
2180,2,1183,2,1,5856000,Paud Road
2181,4,1140,4,1,9000000,Pirangut
2182,3,1550,2,2,6500000,Prabhat Road
2183,2,1110,2,3,5300000,Pune Railway
2184,8,1500,10,3,16500000,Rasta Peth
2185,2,1105,2,1,3867000,Raviwar Peth
2186,3,1800,3,2,6800000,Sadashiv Peth
2187,5,2800,4,2,20000000,Sahakar Nagar
2188,2,1000,2,2,2990000,Salunke Vihar
2189,2,1190,2,2,6800000,Sasson Road
2190,4,1350,4,1,20000000,Satara Road
2191,4,3067,4,2,23000000,Senapati Bapat
2192,3,1929,4,1,10300000,Shaniwar Peth
2193,3,1525,3,1,10000000,Shivaji Nagar
2194,3,1775,3,3,11000000,Shukrawar Peth
2195,2,1125,2,1,6300000,Sinhagad Road
2196,2,900,2,2,4200000,Somwar Peth
2197,2,1155,2,1,5800000,Swargate
2198,4,1200,4,0,7500000,Tilak Road
2199,2,1268,2,1,7300000,Uruli Devachi
2200,3,1500,3,2,8800000,Vadgaon Budruk
2201,1,630,1,1,4700000,Wadgaon Sheri
2202,3,1525,3,2,6500000,Viman Nagar
2203,2,1060,2,2,4800000,Vishrant Wadi
2204,3,1687,3,3,12700000,Wagholi
2205,3,1847,3,2,12300000,Wakadewadi
2206,3,1410,2,3,5300000,Wanowrie
2207,2,1075,2,1,4299000,Warje
2209,3,3000,3,0,33800000,Alandi Road
2210,3,1500,2,1,14300000,Ambegaon Budruk
2211,2,1010,2,2,4600000,Anandnagar
2212,3,1875,3,3,11000000,Aundh
2214,2,983,2,1,5060000,Balaji Nagar
2215,2,1101,2,2,6500000,Baner
2216,2,1140,2,1,7600000,Baner road
2217,2,1215,2,2,11000000,Bhandarkar Road
2218,2,1007,2,3,4200000,Bhavani Peth
2219,3,2039,3,2,16800000,Bibvewadi
2220,3,1020,3,2,11000000,Bopodi
2221,2,1198,2,1,8400000,Budhwar Peth
2222,4,4000,4,1,52000000,Bund Garden
2223,4,1470,4,2,3450000,Camp
2224,2,1370,2,2,7500000,Chandan Nagar
2225,2,1316,2,3,5550000,Dapodi
2226,3,1350,3,1,5550000,Deccan Gymkhana
2227,2,1050,2,1,4300000,Dehu Road
2229,2,921,2,1,3400000,Dhayari Phata
2230,2,1010,2,1,4927000,Dhole Patil
2231,2,1015,2,1,4300000,Erandwane
2232,3,1200,2,0,6650000,Fatima Nagar
2233,2,1179,2,1,7500000,Fergusson College
2234,4,1850,4,2,8600000,Ganesh Peth
2235,2,870,2,1,2400000,Ganeshkhind
2236,3,1605,3,2,8500000,Ghorpade Peth
2237,4,2800,4,2,8900000,Ghorpadi
2238,3,2475,4,3,32000000,Gokhale Nagar
2239,2,3000,2,0,51000000,Gultekdi
2240,6,2400,7,2,11000000,Guruwar peth
2241,2,1000,1,1,5500000,Hadapsar
2242,2,1200,2,0,8000000,Hadapsar Industrial
2243,2,1200,2,2,12500000,Hingne Khurd
2244,2,1200,2,1,6600000,Jangali Maharaj
2245,2,1200,2,2,5000000,Kalyani Nagar
2246,2,1255,2,1,5750000,Karve Nagar
2247,2,1085,2,2,3038000,Karve Road
2249,2,1313,2,1,5827000,Katraj
2250,3,1934,3,2,15000000,Khadaki
2251,2,1200,2,1,4950000,Khadki
2252,6,3600,6,2,12000000,Kharadi
2253,2,935,2,1,4500000,Kondhwa
2254,2,877,2,2,3000000,Kondhwa Budruk
2255,2,936,2,2,4200000,Kondhwa Khurd
2256,3,1470,2,2,11000000,Koregaon Park
2257,1,1050,1,1,7000000,Kothrud
2258,2,1232,2,0,6961000,Law College
2259,3,2225,4,2,16900000,Laxmi Road
2260,3,1200,2,0,8000000,Lulla Nagar
2261,3,1901,3,2,11900000,Mahatma Gandhi
2262,3,1819,3,2,10000000,Mangalwar peth
2263,3,1464,3,2,5600000,Manik Bagh
2265,4,3630,6,0,20050000,Model colony
2266,4,5000,4,3,29000000,Mukund Nagar
2267,4,1200,4,3,16900000,Mundhawa
2268,2,1256,2,1,6000000,Nagar Road
2269,2,1100,2,2,4400000,Nana Peth
2270,4,4800,3,3,30200000,Narayan Peth
2271,3,1435,3,3,7000000,Narayangaon
2273,3,1845,4,1,11000000,Padmavati
2274,3,2400,4,1,13000000,Parvati Darshan
2275,2,1140,2,2,4600000,Pashan
2276,2,1200,2,0,6000000,Paud Road
2277,3,2254,3,2,17000000,Pirangut
2278,3,1750,3,2,15000000,Prabhat Road
2279,2,1020,2,1,3700000,Pune Railway
2280,1,515,1,1,2500000,Rasta Peth
2281,3,1893,3,2,14000000,Raviwar Peth
2282,3,3025,3,0,50000000,Sadashiv Peth
2283,2,830,2,0,3400000,Sahakar Nagar
2284,2,600,2,1,3650000,Salunke Vihar
2285,3,1075,2,1,9000000,Sasson Road
2286,4,3200,4,2,120000000,Satara Road
2287,2,1200,2,1,7800000,Senapati Bapat
2288,2,1233,2,2,7765000,Shaniwar Peth
2289,2,1255,2,2,6526000,Shivaji Nagar
2290,2,1200,2,2,3779999,Shukrawar Peth
2291,3,2145,3,2,17500000,Sinhagad Road
2293,2,740,2,1,3400000,Swargate
2294,3,1250,3,3,4800000,Tilak Road
2295,2,1210,2,2,4000000,Uruli Devachi
2296,3,1525,2,2,6000000,Vadgaon Budruk
2297,1,540,1,0,3600000,Wadgaon Sheri
2298,3,1240,2,1,8400000,Viman Nagar
2299,3,1245,2,1,6800000,Vishrant Wadi
2300,3,1865,3,3,35000000,Wagholi
2301,2,1004,2,0,3643000,Wakadewadi
2302,3,1075,2,1,3599000,Wanowrie
2303,2,2200,2,1,5500000,Warje
2304,2,1155,2,1,6000000,Yerawada
2305,2,1520,2,3,6200000,Alandi Road
2306,4,3122,6,2,24500000,Ambegaon Budruk
2307,2,1290,2,1,8500000,Anandnagar
2309,4,3000,4,0,20000000,Aundh Road
2311,1,400,1,0,1400000,Baner
2312,3,1340,2,3,5360000,Baner road
2313,2,900,2,1,9500000,Bhandarkar Road
2315,2,987,2,1,4900000,Bibvewadi
2316,3,1720,3,2,10000000,Bopodi
2317,2,1040,2,1,5000000,Budhwar Peth
2318,2,900,2,0,6400000,Bund Garden
2319,2,1030,2,1,5000000,Camp
2320,3,2556,3,2,13300000,Chandan Nagar
2321,3,1850,3,1,16800000,Dapodi
2322,4,750,4,3,11000000,Deccan Gymkhana
2323,2,1028,2,1,3186000,Dehu Road
2324,2,1270,2,1,8300000,Dhankawadi
2325,3,1655,3,1,11500000,Dhayari Phata
2326,2,940,2,1,4000000,Dhole Patil
2327,2,1050,2,2,8500000,Erandwane
2328,4,600,4,1,4000000,Fatima Nagar
2329,2,946,2,1,3800000,Fergusson College
2330,3,1726,3,3,14500000,Ganesh Peth
2331,3,2121,4,3,25300000,Ganeshkhind
2332,2,1404,2,1,7500000,Ghorpade Peth
2333,3,1525,2,2,4800000,Ghorpadi
2334,2,1025,2,2,5700000,Gokhale Nagar
2335,5,1575,4,0,15000000,Gultekdi
2336,2,860,1,1,4300000,Guruwar peth
2337,3,1223,2,1,4281000,Hadapsar
2339,2,1197,2,1,4780000,Hingne Khurd
2340,2,1150,2,1,5275000,Jangali Maharaj
2341,4,4800,5,3,62900000,Kalyani Nagar
2342,2,1040,2,2,4600000,Karve Nagar
2343,2,1310,2,2,8000000,Karve Road
2344,3,1788,3,2,9834000,Kasba Peth
2345,2,1144,2,2,3854999,Katraj
2346,2,1070,2,2,3900000,Khadaki
2347,2,1200,2,2,7000000,Khadki
2348,3,1862,3,2,12000000,Kharadi
2349,2,1200,2,1,5850000,Kondhwa
2350,2,970,2,2,2700000,Kondhwa Budruk
2351,3,1646,3,2,7950000,Kondhwa Khurd
2352,4,4395,4,2,24200000,Koregaon Park
2353,5,1200,4,1,10000000,Kothrud
2354,3,1995,3,2,13500000,Law College
2355,4,2400,4,2,45000000,Laxmi Road
2356,2,1085,2,1,4774000,Lulla Nagar
2357,2,1139,2,2,5680000,Mahatma Gandhi
2358,2,1092,2,2,4400000,Mangalwar peth
2359,3,1767,3,2,9800000,Manik Bagh
2361,3,1692,3,2,8800000,Model colony
2362,3,1645,3,3,10000000,Mukund Nagar
2363,3,1345,2,1,5700000,Mundhawa
2364,2,1100,2,1,6000000,Nagar Road
2365,3,1408,3,3,6200000,Nana Peth
2366,4,2400,4,1,24000000,Narayan Peth
2367,4,1920,4,2,20000000,Narayangaon
2369,3,2072,4,2,15000000,Padmavati
2370,2,1420,2,1,15800000,Parvati Darshan
2371,3,2040,3,2,13700000,Pashan
2372,3,1220,3,2,5600000,Paud Road
2373,4,1200,4,2,14500000,Pirangut
2374,2,1300,2,1,7900000,Prabhat Road
2375,2,1150,2,2,3900000,Pune Railway
2376,2,1470,2,2,8600000,Rasta Peth
2377,2,1063,2,1,3190000,Raviwar Peth
2378,2,1311,2,2,4800000,Sadashiv Peth
2379,4,3500,4,3,35000000,Sahakar Nagar
2380,4,600,2,1,10000000,Salunke Vihar
2381,3,1400,2,2,5500000,Sasson Road
2382,2,2200,2,0,6200000,Satara Road
2383,3,1430,2,2,5600000,Senapati Bapat
2384,2,1060,2,2,5500000,Shaniwar Peth
2385,3,1000,2,0,11000000,Shivaji Nagar
2386,3,1760,3,2,14500000,Shukrawar Peth
2387,3,2010,3,3,9200000,Sinhagad Road
2388,3,1480,2,2,6423000,Somwar Peth
2389,3,1230,2,2,4350000,Swargate
2390,3,1300,3,3,6500000,Tilak Road
2391,4,800,4,0,12000000,Uruli Devachi
2392,4,4850,6,2,38500000,Vadgaon Budruk
2393,2,1100,2,1,5200000,Wadgaon Sheri
2395,2,957,2,1,4690000,Vishrant Wadi
2396,1,645,1,0,4190000,Wagholi
2397,3,1942,3,2,10200000,Wakadewadi
2398,2,1000,2,2,5300000,Wanowrie
2399,1,668,1,1,3685000,Warje
2400,5,3000,6,3,100000000,Yerawada
2401,3,600,2,1,8000000,Alandi Road
2402,2,1089,2,1,4355000,Ambegaon Budruk
2403,3,1800,3,3,9000000,Anandnagar
2404,1,960,2,1,1800000,Aundh
2405,2,1036,2,3,3935000,Aundh Road
2406,3,1583,3,3,10500000,Balaji Nagar
2407,4,3300,4,0,15000000,Baner
2408,2,1100,2,2,6500000,Baner road
2409,1,800,1,1,10000000,Bhandarkar Road
2410,2,1246,2,1,6500000,Bhavani Peth
2411,2,850,2,3,2800000,Bibvewadi
2412,2,1196,2,2,5151000,Bopodi
2413,3,1697,3,2,11400000,Budhwar Peth
2414,2,1000,2,0,6400000,Bund Garden
2415,3,1567,3,3,9000000,Camp
2416,2,1200,1,1,3600000,Chandan Nagar
2417,4,3750,6,3,29000000,Dapodi
2418,2,950,2,2,4500000,Deccan Gymkhana
2419,2,1022,2,2,5200000,Dehu Road
2420,2,1018,2,0,2345000,Dhankawadi
2421,4,2000,3,2,2500000,Dhayari Phata
2422,2,1322,2,2,6800000,Dhole Patil
2423,4,1800,4,2,14500000,Erandwane
2424,3,1460,2,2,5839000,Fatima Nagar
2425,2,990,2,1,4455000,Fergusson College
2426,3,2400,3,1,26000000,Ganesh Peth
2427,3,1635,2,2,8500000,Ganeshkhind
2428,4,3526,4,1,55800000,Ghorpade Peth
2429,4,3400,3,1,21000000,Ghorpadi
2430,3,2770,3,1,46000000,Gokhale Nagar
2431,4,2710,5,0,20000000,Gultekdi
2432,3,1533,3,2,8500000,Guruwar peth
2433,3,1720,3,1,13400000,Hadapsar
2434,3,2000,3,1,20000000,Hadapsar Industrial
2435,2,1185,2,2,7584000,Hingne Khurd
2436,2,900,2,1,2700000,Jangali Maharaj
2437,1,395,1,1,1025000,Kalyani Nagar
2438,2,1031,2,1,5635000,Karve Nagar
2439,6,2400,8,2,65000000,Karve Road
2440,4,2650,4,2,24000000,Kasba Peth
2441,5,2400,5,1,41500000,Katraj
2442,3,1330,2,2,4655000,Khadaki
2443,2,1259,2,2,5700000,Khadki
2444,3,1570,3,2,8800000,Kharadi
2445,3,1075,2,1,3600000,Kondhwa
2446,2,1216,2,1,7900000,Kondhwa Budruk
2447,3,1428,2,2,6600000,Kondhwa Khurd
2448,2,1160,2,2,4059000,Koregaon Park
2449,3,600,2,1,11000000,Kothrud
2450,3,1475,3,2,7000000,Law College
2451,3,1754,3,2,13500000,Laxmi Road
2452,3,1639,3,1,8300000,Lulla Nagar
2453,3,1804,3,2,10200000,Mahatma Gandhi
2454,3,1200,3,2,5620000,Mangalwar peth
2455,2,1135,2,3,5500000,Manik Bagh
2456,2,1260,2,2,4662000,Market yard
2457,5,1440,5,1,11000000,Model colony
2458,3,2160,3,2,16000000,Mukund Nagar
2460,2,1220,2,2,5950000,Nagar Road
2461,2,1200,2,0,6700000,Nana Peth
2462,2,1300,2,3,6500000,Narayan Peth
2463,1,605,1,1,2900000,Narayangaon
2464,6,1230,4,1,21000000,Navi Peth
2465,2,1444,2,1,7597000,Padmavati
2466,2,924,2,1,4500000,Parvati Darshan
2467,2,1000,2,1,3000000,Pashan
2468,4,600,4,0,9500000,Paud Road
2469,3,1200,3,3,22500000,Pirangut
2470,2,845,2,1,2900000,Prabhat Road
2471,2,700,2,1,3500000,Pune Railway
2472,2,1187,2,2,5800000,Rasta Peth
2473,3,1625,3,2,5500000,Raviwar Peth
2474,2,1200,2,2,8300000,Sadashiv Peth
2476,3,2357,3,2,15100000,Salunke Vihar
2477,2,1200,2,1,4950000,Sasson Road
2478,2,1139,2,2,5685000,Satara Road
2479,1,600,1,0,9750000,Senapati Bapat
2480,3,1660,3,3,7500000,Shaniwar Peth
2481,2,1170,2,3,10500000,Shivaji Nagar
2482,2,1448,2,2,6800000,Shukrawar Peth
2483,3,1762,3,3,11000000,Sinhagad Road
2484,2,1105,2,1,3865000,Somwar Peth
2485,3,1825,3,1,10500000,Swargate
2486,1,296,1,0,2289000,Tilak Road
2487,5,1200,4,1,8500000,Uruli Devachi
2488,2,1185,2,2,4300000,Vadgaon Budruk
2489,3,1320,2,1,3811999,Wadgaon Sheri
2490,2,1058,2,1,4800000,Viman Nagar
2491,2,1220,2,2,6000000,Vishrant Wadi
2492,2,925,2,1,2500000,Wagholi
2493,2,1200,2,1,7200000,Wakadewadi
2494,3,1160,2,2,4060000,Wanowrie
2495,3,600,4,3,7200000,Warje
2496,3,1411,3,2,9172000,Yerawada
2497,3,1550,3,2,7800000,Alandi Road
2498,4,3250,4,3,23000000,Ambegaon Budruk
2501,4,2503,4,0,18800000,Aundh Road
2502,4,2524,5,2,19000000,Balaji Nagar
2503,2,1063,2,2,4200000,Baner
2504,2,1077,2,1,3770000,Baner road
2505,2,1200,3,2,4400000,Bhandarkar Road
2506,4,1500,3,2,7000000,Bhavani Peth
2507,2,1045,2,2,7677000,Bibvewadi
2508,3,1290,2,3,4515000,Bopodi
2509,2,1400,2,1,7800000,Budhwar Peth
2510,3,1600,3,2,5814000,Bund Garden
2511,3,3095,3,3,37500000,Camp
2512,3,1545,2,1,5800000,Chandan Nagar
2513,3,1680,3,1,11200000,Dapodi
2514,2,1350,2,1,6750000,Deccan Gymkhana
2515,2,950,2,1,3800000,Dehu Road
2516,2,1050,2,2,4500000,Dhankawadi
2517,3,1305,2,2,4900000,Dhayari Phata
2518,4,800,4,2,12000000,Dhole Patil
2519,5,2700,7,2,12500000,Erandwane
2520,3,1100,3,1,7800000,Fatima Nagar
2521,6,3500,5,0,16000000,Fergusson College
2522,3,1634,3,1,8333000,Ganesh Peth
2523,2,1352,2,2,8500000,Ganeshkhind
2524,2,1145,2,2,6500000,Ghorpade Peth
2526,3,2200,3,2,19000000,Gokhale Nagar
2527,2,1020,2,1,3900000,Gultekdi
2529,2,1168,2,1,6100000,Hadapsar
2530,2,1205,2,1,7500000,Hadapsar Industrial
2531,2,1195,2,2,10000000,Hingne Khurd
2532,2,1028,2,1,4900000,Jangali Maharaj
2533,2,1175,2,2,4827000,Kalyani Nagar
2534,3,1550,2,2,9000000,Karve Nagar
2535,3,1826,3,2,16500000,Karve Road
2536,5,2400,5,2,16000000,Kasba Peth
2537,3,1603,3,2,9600000,Katraj
2538,3,1350,3,1,7200000,Khadaki
2539,1,714,1,1,2800000,Khadki
2540,2,1215,2,3,6500000,Kharadi
2541,3,1405,2,2,7700000,Kondhwa
2542,2,1142,2,1,5100000,Kondhwa Budruk
2543,4,4000,4,3,17000000,Kondhwa Khurd
2544,3,1870,3,2,9000000,Koregaon Park
2545,2,1313,2,2,7300000,Kothrud
2546,3,1945,3,3,12000000,Law College
2547,3,1573,3,2,9500000,Laxmi Road
2548,2,1255,2,1,9200000,Lulla Nagar
2549,4,1400,3,2,9115000,Mahatma Gandhi
2550,2,1235,2,2,4363000,Mangalwar peth
2551,3,1380,2,1,5200000,Manik Bagh
2552,7,1500,9,2,25000000,Market yard
2553,2,1238,2,1,6700000,Model colony
2554,3,1465,2,3,7472000,Mukund Nagar
2555,2,1418,2,2,10300000,Mundhawa
2556,3,1650,3,1,16500000,Nagar Road
2557,1,351,1,1,1600000,Nana Peth
2558,2,1279,2,2,4800000,Narayan Peth
2559,3,1870,3,1,20000000,Narayangaon
2560,4,1500,5,1,23000000,Navi Peth
2561,3,2526,2,2,25000000,Padmavati
2562,3,1550,2,1,15000000,Parvati Darshan
2564,3,1845,2,1,6827000,Paud Road
2565,3,1360,2,1,5927000,Pirangut
2566,3,1150,2,1,7500000,Prabhat Road
2567,2,1260,2,2,4950000,Pune Railway
2568,3,1200,3,1,7400000,Rasta Peth
2569,2,965,2,1,4250000,Raviwar Peth
2570,3,1350,2,3,4800000,Sadashiv Peth
2571,2,1447,2,1,7597000,Sahakar Nagar
2572,3,1229,3,1,8603000,Salunke Vihar
2573,2,1027,2,2,4300000,Sasson Road
2574,2,1153,2,1,4850000,Satara Road
2575,4,2830,5,0,14550000,Senapati Bapat
2576,2,1065,2,2,5000000,Shaniwar Peth
2577,2,1030,2,3,6100000,Shivaji Nagar
2578,2,1340,2,2,6100000,Shukrawar Peth
2580,1,600,1,0,3200000,Somwar Peth
2581,3,1410,2,3,4442000,Swargate
2582,2,1055,2,2,4535000,Tilak Road
2583,2,1304,2,1,7900000,Uruli Devachi
2584,4,2720,4,1,48500000,Vadgaon Budruk
2585,2,990,2,1,3150000,Wadgaon Sheri
2586,2,1035,2,1,3933000,Viman Nagar
2587,1,596,1,0,3009000,Vishrant Wadi
2588,2,1120,2,2,4300000,Wagholi
2589,2,1300,2,2,7300000,Wakadewadi
2590,2,1239,2,1,8200000,Wanowrie
2591,3,1403,3,3,5163000,Warje
2592,2,1365,2,1,9200000,Yerawada
2593,2,1165,2,1,13500000,Alandi Road
2594,3,1130,2,3,4519000,Ambegaon Budruk
2596,4,900,4,3,17500000,Aundh
2597,2,1194,2,2,4700000,Aundh Road
2598,2,1107,2,2,3300000,Balaji Nagar
2599,3,2319,3,2,18000000,Baner
2600,3,1520,3,3,8000000,Baner road
2601,3,1536,3,1,8900000,Bhandarkar Road
2602,4,3000,4,2,24000000,Bhavani Peth
2603,2,1050,2,1,3800000,Bibvewadi
2604,3,1850,3,2,14600000,Bopodi
2605,2,1112,2,2,6200000,Budhwar Peth
2606,3,1535,3,2,7250000,Bund Garden
2607,2,1050,2,1,3500000,Camp
2608,4,2400,3,2,37000000,Chandan Nagar
2609,3,1250,3,2,6500000,Dapodi
2610,2,1187,2,3,5200000,Deccan Gymkhana
2611,2,1164,2,1,5600000,Dehu Road
2612,3,1395,2,1,6278000,Dhankawadi
2613,3,2072,3,2,10800000,Dhayari Phata
2614,3,1450,3,3,6091000,Dhole Patil
2615,3,1550,3,2,8200000,Erandwane
2616,2,1315,2,2,9000000,Fatima Nagar
2617,4,3067,4,3,23000000,Fergusson College
2618,2,1210,2,2,7200000,Ganesh Peth
2619,3,1075,2,1,4700000,Ganeshkhind
2620,6,11338,9,1,100000000,Ghorpade Peth
2621,3,1215,3,1,4220000,Ghorpadi
2622,3,1470,2,2,7500000,Gokhale Nagar
2624,3,1590,2,2,12500000,Guruwar peth
2625,2,1050,2,1,3675000,Hadapsar
2626,2,1306,2,1,5591000,Hadapsar Industrial
2627,3,2000,3,2,25000000,Hingne Khurd
2628,3,1445,3,2,6400000,Jangali Maharaj
2629,3,1220,3,2,5800000,Kalyani Nagar
2630,4,3190,3,1,16000000,Karve Nagar
2631,2,1215,2,1,5126000,Karve Road
2632,3,1920,2,1,8800000,Kasba Peth
2633,2,1390,2,2,6000000,Katraj
2634,3,800,2,1,7500000,Khadaki
2635,3,600,3,2,10000000,Khadki
2636,2,1196,2,0,7173999,Kharadi
2637,3,1550,2,2,7500000,Kondhwa
2638,2,1418,2,2,10100000,Kondhwa Budruk
2639,3,1655,3,2,11500000,Kondhwa Khurd
2640,2,1115,2,2,3345000,Koregaon Park
2641,2,1170,2,2,6800000,Kothrud
2642,2,1035,2,2,3829999,Law College
2643,3,1306,2,2,5800000,Laxmi Road
2644,2,750,2,2,2200000,Lulla Nagar
2645,3,1917,3,3,12200000,Mahatma Gandhi
2646,3,1615,3,3,5800000,Mangalwar peth
2647,2,1071,2,2,5225000,Manik Bagh
2648,2,1325,2,2,11900000,Market yard
2649,7,3000,4,2,90000000,Model colony
2650,3,1400,2,1,8800000,Mukund Nagar
2651,2,1246,2,1,8200000,Mundhawa
2652,2,1215,2,0,4000000,Nagar Road
2653,2,1200,2,2,4950000,Nana Peth
2654,4,450,3,1,5300000,Narayan Peth
2655,2,1200,2,2,6000000,Narayangaon
2656,2,945,2,2,5000000,Navi Peth
2658,2,1175,2,1,5200000,Parvati Darshan
2659,2,920,2,1,6300000,Pashan
2660,4,3024,5,1,35000000,Paud Road
2661,2,1600,2,2,11000000,Pirangut
2662,4,750,2,0,11000000,Prabhat Road
2664,2,955,1,2,3401000,Rasta Peth
2665,3,1750,3,3,10000000,Raviwar Peth
2666,3,1425,2,2,6400000,Sadashiv Peth
2667,3,2150,3,2,26500000,Sahakar Nagar
2668,2,1165,2,1,4050000,Salunke Vihar
2669,2,1050,2,2,4800000,Sasson Road
2670,3,1370,2,2,7500000,Satara Road
2671,3,1374,2,1,7200000,Senapati Bapat
2672,3,1754,3,2,12400000,Shaniwar Peth
2673,3,1847,3,2,11000000,Shivaji Nagar
2674,3,1850,4,3,13900000,Shukrawar Peth
2675,3,3297,3,1,13500000,Sinhagad Road
2676,2,1187,2,2,4500000,Somwar Peth
2677,3,1400,2,1,4044000,Swargate
2678,3,600,2,0,3000000,Tilak Road
2679,2,1350,2,3,18000000,Uruli Devachi
2680,3,3000,2,2,12000000,Vadgaon Budruk
2681,1,693,1,1,3429999,Wadgaon Sheri
2682,3,1980,3,2,22400000,Viman Nagar
2683,2,1021,2,1,4800000,Vishrant Wadi
2684,2,1165,2,2,9500000,Wagholi
2685,3,1756,3,2,9200000,Wakadewadi
2686,3,1739,3,1,10500000,Wanowrie
2688,2,1215,2,2,5886000,Yerawada
2689,2,950,2,1,4650000,Alandi Road
